Id,valence,energy,danceability
7659,0.7801929116249084,0.7362850904464722,0.7548773884773254
1704,0.6379061937332153,0.4994922876358032,0.6107177734375
9250,0.6317375898361206,0.8986809849739075,0.4217983484268189
1652,0.6363605260848999,0.9227315783500672,0.6094744801521301
2514,0.478624701499939,0.5145028829574585,0.7095881700515747
2581,0.5707747340202332,0.7976599931716919,0.8834576606750488
6846,0.5058234930038452,0.5861958265304565,0.5384212732315063
1311,0.8178725242614746,0.864841103553772,0.5285456180572511
6318,0.875764012336731,0.5816624164581299,0.6289811134338379
3207,0.4568744599819183,0.4841461777687073,0.5388283729553223
8013,0.6210670471191406,0.4960812330245972,0.6673876047134399
3809,0.5515408515930176,0.41345253586769104,0.6260575652122498
1973,0.6892237663269043,0.7079856395721436,0.7402908205986023
1544,0.4922125637531281,0.4056316316127777,0.5748134851455688
8932,0.6639829277992249,0.8544408082962036,0.5031669139862059
7734,0.5482655763626099,0.424771785736084,0.4373292922973633
9825,1.0111663341522217,0.6923255920410156,0.6039250493049622
2529,0.3157903552055359,0.5976333618164062,0.576355516910553
9179,0.5368821620941162,0.8051851391792297,0.5026546716690063
3618,0.5828391909599304,0.31952306628227234,0.5468829870223999
8860,0.6454587578773499,0.7262755632400513,0.517015814781189
7023,0.4642176926136017,0.6727290153503418,0.6678605675697327
3499,0.40241339802742,0.6879312992095947,0.5570757389068604
3500,0.5181095600128174,0.812585711479187,0.5461310148239136
4537,0.4943287968635559,0.5700411796569824,0.6574573516845703
4783,0.6831450462341309,0.6429535150527954,0.6801729798316956
2524,0.4473264217376709,0.464718371629715,0.6226897835731506
8183,0.4184971451759337,0.8093571066856384,0.49049258232116705
5529,0.10190814733505248,0.006024658679962158,0.3271302580833435
8201,0.7205022573471069,0.8003644943237305,0.5445519089698792
3722,0.7484208941459656,1.013066291809082,0.5977559089660645
2215,0.6279423236846924,0.7972473502159119,0.7406632900238037
8941,0.6059188842773438,0.8609579801559448,0.4410654306411743
8167,0.9155582189559937,0.7465569972991943,0.6488233208656311
1870,0.5314208269119263,0.4064330458641052,0.707675576210022
6459,0.8431822061538696,0.7280312776565552,0.5192101001739502
5128,0.763576865196228,0.7583050727844238,0.6223571300506592
7742,0.85347980260849,0.7563002109527588,0.4567157328128815
5528,0.7400667071342468,0.17548787593841553,0.5125364065170288
9636,0.2444934546947479,0.8763418197631836,0.4125580787658691
4855,0.40149056911468506,0.17538180947303772,0.2789038419723511
7112,0.7397629022598267,0.7263676524162292,0.4443020224571228
8664,0.5054968595504761,0.727861225605011,0.5932236909866333
7476,0.715164065361023,0.7708240747451782,0.4802835881710053
5683,0.7595245242118835,0.7777764797210693,0.4887307286262512
6838,0.6440035104751587,0.850023090839386,0.4108745455741882
5588,0.4243062436580658,0.6962921619415283,0.5075812339782715
1620,0.6191639900207521,0.20018933713436127,0.7918436527252197
6723,0.3650065064430237,0.4536905288696289,0.4023652672767639
6711,0.8616415858268738,0.349348783493042,0.671211302280426
6706,0.5489609241485596,0.6623618006706238,0.3779197931289673
8555,0.7302648425102234,0.2479495257139206,0.6891871690750122
5060,0.3042963743209839,0.27313095331192017,0.5908384323120117
9757,0.3971899747848511,0.350363552570343,0.785252571105957
7489,0.7366435527801514,0.5014634728431702,0.6596144437789917
1196,0.6194559335708618,0.1739324927330017,0.3931021690368652
9377,0.6118260622024536,0.9365171194076538,0.5815020203590393
